numer_startowy;numer_klubu;sezon1;sezon2;sezon3
3343;3;375,40;373,24;133,84
3344;4;333,04;200,50;311,40
3345;3;165,35;223,67;200,14
3346;4;411,70;163,32;327,07
3347;1;165,18;289,78;164,96
3348;3;344,24;377,94;155,71
3349;1;420,29;186,36;178,84
3350;3;217,04;356,59;157,25
3351;2;393,31;319,75;136,86
3352;4;187,85;447,25;135,84
3353;2;110,82;231,71;169,02
3354;4;264,54;164,94;313,17
3355;4;442,20;348,06;351,10
3356;2;415,41;206,88;441,22
3357;3;211,96;172,94;365,26
3358;2;198,79;253,32;150,95
3359;3;270,80;188,43;327,56
3360;4;119,40;351,87;387,03
3361;2;206,33;226,02;332,71
3362;4;408,22;121,24;362,43
3363;1;139,03;148,48;389,17
3364;1;136,19;301,10;253,56
3365;3;416,78;353,67;402,58
3366;2;182,36;166,61;419,55
3367;1;232,54;142,93;185,85
3368;3;357,18;410,92;298,00
3369;3;269,70;252,18;342,65
3370;1;243,64;133,74;405,48
3371;2;389,86;374,69;311,99
3372;3;207,74;324,93;321,61
3373;3;106,56;205,45;103,17
3374;2;353,23;352,23;145,79
3375;4;248,10;442,83;113,21
3376;3;321,06;292,53;101,77
3377;2;100,98;305,63;350,95
3378;1;426,14;448,48;316,09
3379;1;349,27;263,86;234,62
3380;2;361,30;394,12;284,10
3381;1;449,87;414,44;376,11
3382;3;148,35;307,71;326,94
3383;1;409,98;269,56;386,85
3384;1;177,71;231,64;410,86
3385;3;191,18;333,03;100,89
3386;3;333,92;152,94;251,23
3387;4;105,50;281,58;148,80
3388;2;144,32;303,48;244,84
3389;2;204,46;315,08;317,96
3390;3;392,37;103,95;110,95
3391;3;200,81;294,81;389,23
3392;2;357,60;167,06;418,41
3393;4;100,57;149,36;277,86
3394;3;119,89;356,39;332,02
3395;1;352,99;443,28;285,53
3396;3;377,39;190,60;236,58
3397;3;378,52;417,35;315,95
3398;3;171,96;211,77;310,23
3399;2;277,90;409,82;411,75
3400;3;116,64;159,56;210,05
3401;1;153,96;272,03;171,43
3402;4;272,89;395,71;144,76
3403;3;311,12;251,96;417,91
3404;4;180,88;213,84;284,19
3405;1;152,13;130,88;270,38
3406;2;412,87;118,70;135,10
3407;4;413,98;441,15;392,04
3408;3;448,07;385,68;348,60
3409;3;292,95;416,97;194,56
3410;4;129,08;412,14;357,20
3411;4;414,32;209,30;368,11
3412;1;246,65;105,17;276,25
3413;3;261,87;352,12;194,03
3414;3;405,85;431,66;189,09
3415;2;197,05;401,94;439,67
3416;1;448,08;407,95;307,01
3417;2;184,20;428,06;176,98
3418;4;291,14;304,53;349,81
3419;4;277,53;251,82;326,50
3420;1;144,07;441,71;158,91
3421;2;378,06;226,68;184,33
3422;1;184,27;281,41;262,30
3423;4;381,82;279,53;385,35
3424;3;356,75;115,86;440,84
3425;3;313,26;222,12;241,84
3426;2;288,13;281,97;396,68
3427;4;122,56;268,11;131,90
3428;2;175,65;314,67;380,59
3429;1;345,36;410,37;169,31
3430;3;328,07;230,81;174,05
3431;3;320,12;197,91;410,71
3432;3;124,28;316,95;139,00
3433;3;448,05;266,57;195,18
3434;2;223,03;169,00;437,30
3435;1;386,94;202,15;341,86
3436;3;386,36;118,91;168,02
3437;4;140,77;233,99;423,83
3438;1;284,49;315,95;345,45
3439;3;121,15;380,27;134,72
3440;3;338,06;289,79;137,46
3441;3;158,36;316,83;386,08
3442;3;330,59;219,14;335,94
3443;4;396,28;421,20;389,28
3444;3;176,46;404,28;283,84
3445;3;300,69;364,57;423,69
3446;3;119,91;390,15;153,01
3447;3;201,10;286,80;412,29
3448;2;304,57;350,68;435,69
3449;4;215,43;280,99;227,40
3450;2;163,05;197,82;171,29
3451;4;351,50;318,02;394,82
3452;3;200,16;230,67;163,52
3453;2;368,63;376,19;102,82
3454;2;353,92;165,59;194,99
3455;3;447,62;429,69;111,00
3456;1;243,77;266,80;245,04
3457;2;417,86;354,37;341,16
3458;2;364,57;280,21;110,97
3459;3;191,83;383,15;264,59
3460;2;292,62;233,28;260,12
3461;2;417,38;331,52;364,98
3462;2;173,95;282,24;189,14
3463;2;410,26;421,67;416,96
3464;3;244,62;344,56;250,00
3465;4;229,59;180,13;123,16
3466;3;335,45;154,35;325,18
3467;3;340,88;180,72;239,88
3468;3;411,06;444,83;106,58
3469;3;107,22;390,21;356,79
3470;4;201,15;397,09;269,71
3471;2;344,35;161,98;432,73
3472;3;374,72;365,13;235,93
3473;2;420,38;423,61;137,78
3474;1;297,39;122,44;327,66
3475;1;358,06;370,28;324,51
3476;1;259,49;351,81;298,71
3477;3;309,89;444,66;293,44
3478;2;435,67;328,48;446,01
3479;3;125,62;449,76;212,57
3480;1;399,35;124,27;384,00
3481;3;230,19;149,90;243,57
3482;2;214,64;106,37;340,84
3483;4;369,38;112,46;229,55
3484;3;404,35;363,06;252,70
3485;4;448,16;286,18;370,45
3486;3;254,39;428,83;238,64
3487;2;172,56;220,08;230,09
3488;2;349,28;153,18;438,47
3489;3;158,97;111,47;323,65
3490;2;235,54;438,08;189,04
3491;4;418,81;155,33;339,92
3492;1;145,19;202,62;406,90
3493;2;394,18;404,32;102,33
3494;3;385,09;159,66;251,68
3495;3;274,52;363,16;111,57
3496;2;413,24;274,56;244,13
3497;4;344,06;126,98;371,87
3498;2;126,49;273,41;397,44
3499;3;237,19;163,46;439,49
3500;1;184,88;377,50;400,12
3501;3;372,29;208,46;293,45
3502;2;282,48;245,45;398,45
3503;4;286,65;281,39;164,18
3504;3;191,24;119,22;133,19
3505;3;218,82;226,04;231,13
3506;3;278,74;257,66;250,54
3507;4;248,11;168,56;431,73
3508;3;377,60;429,88;367,34
3509;2;419,90;276,38;310,70
3510;1;163,08;190,92;136,85
3511;1;104,42;388,45;210,95
3512;4;211,08;381,97;448,56
3513;2;196,74;383,27;228,62
3514;2;389,00;103,96;424,86
3515;4;179,62;345,83;157,42
3516;3;247,14;257,96;383,38
3517;3;417,79;384,42;113,01
3518;4;316,60;113,01;394,89
3519;1;237,71;148,08;367,64
3520;3;437,95;443,83;282,11
3521;4;375,13;260,40;266,25
3522;2;263,65;264,15;261,07
3523;4;297,48;205,23;340,02
3524;3;146,46;187,26;166,24
3525;2;410,51;387,97;163,64
3526;2;104,11;140,45;116,83
3527;4;277,86;170,33;121,63
3528;2;211,16;159,15;425,67
3529;2;346,92;291,83;240,69
3530;3;282,08;436,29;219,27
3531;3;288,77;101,07;325,70
3532;2;356,89;334,70;283,08
3533;3;274,32;116,49;121,55
3534;2;131,49;270,38;434,26
3535;3;427,37;419,32;397,84
3536;2;154,94;268,92;104,12
3537;3;228,14;404,97;411,73
3538;2;289,55;434,37;427,48
3539;4;117,78;325,27;122,17
3540;2;293,21;343,44;148,08
3541;2;136,01;136,97;437,90
3542;1;276,11;247,61;426,82
3543;2;446,22;344,56;369,73
3544;3;160,50;134,59;186,75
3545;3;388,88;348,65;164,06
3546;4;299,75;405,08;447,14
3547;3;279,87;276,04;393,43
3548;4;398,90;284,52;335,86
3549;3;398,53;122,07;220,76
3550;2;252,76;210,16;361,08
3551;4;296,28;285,94;341,06
3552;3;261,83;191,73;291,67
3553;1;213,81;228,69;287,38
3554;2;247,50;322,31;304,13
3555;3;120,30;314,84;272,20
3556;2;157,88;442,26;295,45
3557;1;364,74;333,64;217,45
3558;2;100,86;159,50;226,22
3559;2;101,96;263,07;262,74
3560;4;227,36;308,10;116,91
3561;3;206,12;426,05;319,45
3562;2;353,17;406,09;297,16
3563;2;301,41;429,99;332,32
3564;4;334,14;166,00;129,04
3565;4;391,60;344,13;195,25
3566;1;371,29;428,67;181,98
3567;3;358,24;380,47;159,35
3568;2;110,63;250,30;400,86
3569;1;264,83;125,61;229,05
3570;2;358,46;290,10;249,94
3571;3;210,54;361,99;430,48
3572;1;367,86;134,81;311,72
3573;4;107,46;341,38;155,79
3574;1;108,85;148,34;108,53
3575;4;152,23;254,92;380,94
3576;3;152,52;288,59;164,75
3577;2;315,82;402,46;437,83
3578;2;275,83;170,86;436,29
3579;2;160,21;206,11;389,48
3580;4;280,44;387,75;339,55
3581;1;149,19;315,78;148,30
3582;4;355,67;393,92;365,04
3583;1;235,43;240,93;211,69
3584;1;224,28;102,00;377,75
3585;1;156,60;242,30;407,92
3586;4;240,33;356,52;387,91
3587;2;125,08;317,17;346,71
3588;1;361,60;427,18;285,24
3589;2;409,62;326,65;231,33
3590;3;155,16;303,48;316,81
3591;2;348,62;200,42;378,94
3592;4;331,65;310,99;411,76
3593;1;385,13;287,22;313,15
3594;3;219,79;244,25;271,77
3595;2;361,51;134,28;104,80
3596;2;340,16;126,94;288,06
3597;3;392,45;231,23;171,88
3598;2;404,55;322,47;120,43
3599;2;318,37;341,43;397,96
3600;2;173,38;316,08;366,67
3601;3;253,24;330,55;273,46
3602;4;415,80;383,73;131,59
3603;3;209,44;132,55;403,85
3604;3;338,79;299,71;317,03
3605;2;166,35;325,16;214,42
3606;3;369,84;358,17;256,54
3607;4;368,06;409,55;127,09
3608;4;117,67;418,45;307,82
3609;3;335,63;157,22;384,14
3610;3;384,77;344,38;125,01
3611;4;409,66;182,70;236,40
3612;3;124,50;223,77;201,45
3613;4;227,20;179,69;105,07
3614;3;301,96;115,30;202,03
3615;2;229,23;311,83;168,78
3616;3;366,61;284,51;146,54
3617;3;273,69;172,17;223,63
3618;3;172,88;375,36;388,17
3619;4;168,09;186,18;261,78
3620;4;427,58;392,17;179,52
3621;3;273,53;356,06;442,82
3622;1;379,17;177,26;212,01
3623;4;345,60;182,41;386,46
3624;3;176,35;157,76;199,33
3625;3;355,39;152,16;440,00
3626;1;182,70;141,00;138,96
3627;2;366,41;445,96;126,45
3628;4;383,34;436,73;325,73
3629;1;353,35;154,58;445,02
3630;4;360,00;191,12;181,97
3631;3;194,82;324,60;236,21
3632;2;207,79;288,26;361,77
3633;3;361,05;189,93;434,06
3634;2;135,35;267,66;364,28
3635;3;255,73;158,56;383,49
3636;3;307,84;122,49;194,26
3637;3;391,58;295,87;228,14
3638;4;271,49;233,86;330,04
3639;1;176,25;436,80;220,13
3640;2;384,47;339,50;447,26
3641;4;333,00;214,69;371,74
3642;2;293,67;377,35;110,22
3643;1;335,96;303,06;244,79
3644;3;167,37;345,56;191,67
3645;1;436,58;195,77;316,69
3646;4;367,31;421,09;179,44
3647;4;337,07;242,16;282,45
3648;1;266,35;313,47;417,60
3649;3;137,43;272,66;232,52
3650;4;155,56;219,68;402,08
3651;3;359,02;218,19;368,74
3652;2;149,21;111,16;428,50
3653;2;269,87;394,39;249,71
3654;3;203,20;121,06;273,50
3655;4;381,38;208,86;313,07
3656;4;277,26;370,00;378,54
3657;2;275,76;330,25;441,17
3658;2;425,92;186,88;383,23
3659;3;235,95;252,20;117,09
3660;3;159,84;371,14;388,33
3661;2;135,93;437,31;214,04
3662;4;115,93;378,96;368,21
3663;2;362,19;193,00;317,93
3664;3;402,89;297,46;144,03
3665;2;226,36;131,16;267,35
3666;1;373,07;222,29;313,69
3667;4;382,83;258,68;387,90
3668;2;166,43;254,86;151,92
3669;3;213,33;287,23;367,77
3670;3;415,78;139,35;180,52
3671;2;294,36;250,50;203,71
3672;2;203,82;254,81;269,43
3673;4;164,49;147,80;308,59
3674;3;117,03;234,95;197,12
3675;2;406,84;163,97;227,57
3676;2;254,05;195,29;289,92
3677;2;423,13;136,71;331,35
3678;2;441,24;331,18;156,61
3679;3;252,65;425,95;132,56
3680;3;185,37;348,58;327,52
3681;4;191,65;350,06;350,10
3682;2;237,19;278,51;296,95
3683;4;107,44;429,61;289,29
3684;4;265,98;297,64;313,65
3685;2;402,18;260,16;433,14
3686;2;304,63;252,64;251,31
3687;3;320,51;350,65;274,47
3688;3;323,20;418,93;357,55
3689;1;272,78;281,26;382,65
3690;2;359,09;342,23;341,77
3691;2;121,31;398,25;244,06
3692;1;120,05;388,32;303,30
3693;1;345,62;269,68;187,16
3694;2;351,20;153,50;327,95
3695;2;344,18;167,50;211,76
3696;1;290,54;321,40;119,82
3697;3;120,65;250,16;154,81
3698;4;290,59;164,87;391,85
3699;1;191,82;420,74;225,79
3700;4;112,85;102,59;169,68
3701;2;203,47;249,86;374,37
3702;1;241,24;205,72;284,85
3703;2;275,74;274,13;431,07
3704;3;106,99;291,45;340,57
3705;3;173,06;211,26;116,82
3706;1;333,91;148,72;169,61
3707;2;239,64;180,03;233,16
3708;2;367,50;304,17;431,27
3709;3;314,11;331,13;422,66
3710;2;137,92;334,84;329,73
3711;3;253,41;386,38;339,21
3712;2;113,64;216,67;225,97
3713;3;402,30;323,93;214,22
3714;3;402,96;161,98;247,03
3715;3;269,88;346,55;395,66
3716;1;412,22;212,78;296,49
3717;2;208,34;304,47;143,78
3718;3;224,02;384,27;394,62
3719;3;179,09;204,89;255,65
3720;2;235,09;413,83;382,29
3721;3;282,08;201,84;358,56
3722;2;328,05;358,73;149,16
3723;3;319,68;253,19;153,98
3724;3;411,71;218,93;262,86
3725;1;230,00;294,32;300,31
3726;3;204,20;109,46;254,28
3727;1;200,80;133,12;320,44
3728;4;207,18;124,82;195,45
3729;3;307,33;122,57;389,78
3730;2;188,89;294,28;283,65
3731;4;251,57;194,38;131,41
3732;4;376,14;110,34;228,19
3733;2;224,51;277,54;154,76
3734;3;240,82;221,19;268,58
3735;2;247,38;211,62;298,29
3736;3;105,58;186,53;291,26
3737;3;326,72;291,70;252,62
3738;3;153,79;140,32;369,80
3739;4;393,20;163,28;156,42
3740;2;352,32;108,14;164,92
3741;3;146,93;173,60;173,81
3742;4;152,20;250,27;365,85
3743;2;216,99;254,85;305,56
3744;3;220,69;367,91;134,62
3745;1;429,36;103,81;100,64
3746;3;209,51;158,77;231,73
3747;4;416,25;199,69;247,26
3748;3;146,22;268,21;423,77
3749;2;188,05;423,03;375,83
3750;2;340,77;278,54;210,38
3751;3;375,33;152,99;204,19
3752;3;343,68;144,78;138,75
3753;2;164,49;431,91;100,70
3754;3;238,49;182,63;147,44
3755;3;381,69;362,13;110,81
3756;1;182,47;263,79;172,10
3757;3;398,95;350,48;145,28
3758;1;229,77;113,85;200,48
3759;4;240,98;281,72;328,67
3760;2;196,29;376,93;189,72
3761;2;104,42;350,11;278,21
3762;3;271,38;109,63;339,63
3763;1;405,57;348,96;250,55
3764;1;197,92;433,49;319,32
3765;3;194,64;172,20;402,89
3766;3;174,81;378,50;183,37
3767;3;186,09;328,82;265,57
3768;3;337,84;396,86;442,53
3769;3;160,16;439,69;316,13
3770;3;248,70;355,24;324,02
3771;4;430,80;370,85;393,95
3772;2;358,39;370,36;397,86
3773;2;133,51;361,74;440,59
3774;2;411,52;402,67;344,48
3775;1;268,75;281,57;384,93
3776;3;281,53;166,06;423,74
3777;1;336,40;371,71;286,16
3778;4;305,25;434,67;284,28
3779;3;342,93;374,08;106,11
3780;2;416,50;293,88;344,26
3781;4;378,96;234,34;365,67
3782;2;178,47;131,18;292,15
3783;3;150,61;151,88;281,24
3784;1;353,85;199,94;367,25
3785;2;141,81;235,03;355,85
3786;4;314,71;209,38;154,62
3787;3;107,60;382,17;197,98
3788;1;236,58;382,88;128,89
3789;2;140,07;136,10;178,14
3790;4;423,60;304,47;300,62
3791;3;235,58;417,75;415,76
3792;4;433,29;421,78;202,95
3793;2;191,33;205,70;218,18
3794;3;106,67;269,83;156,38
3795;3;380,11;117,62;422,22
3796;4;239,22;252,75;430,49
3797;3;374,75;366,59;440,49
3798;2;435,40;357,23;356,18
3799;3;152,78;422,71;184,19
3800;1;212,69;394,88;236,97
3801;2;200,35;134,57;126,18
3802;2;175,06;169,75;259,37
3803;2;344,08;405,32;306,01
3804;2;448,88;427,83;163,50
3805;3;291,94;148,71;306,16
3806;1;365,30;409,08;412,44
3807;3;392,76;373,45;232,06
3808;4;207,71;134,79;115,64
3809;4;180,12;183,24;258,17
3810;3;326,73;231,88;176,15
3811;3;203,70;125,97;332,45
3812;1;295,63;105,57;333,93
3813;3;337,09;384,50;156,20
3814;1;148,22;372,17;313,85
3815;2;333,59;132,65;302,85
3816;1;225,21;372,29;107,84
3817;3;131,92;431,82;249,56
3818;3;377,45;434,49;236,93
3819;3;365,93;420,60;318,08
3820;2;445,94;142,60;276,57
3821;4;249,82;224,20;251,67
3822;4;277,06;180,52;430,18
3823;3;244,29;119,99;368,04
3824;4;173,07;222,17;112,93
3825;2;434,94;251,26;395,35
3826;2;337,31;342,25;126,97
3827;4;267,28;107,94;433,07
3828;3;273,65;290,98;339,55
3829;3;358,96;271,69;199,27
3830;2;278,84;160,15;360,33
3831;2;391,95;226,88;414,78
3832;3;384,07;227,18;309,05
3833;3;408,93;111,91;370,45
3834;2;269,64;139,90;129,32
3835;2;344,32;198,68;133,94
3836;3;433,52;130,60;291,13
3837;2;275,04;442,95;101,81
3838;2;115,15;106,79;229,10
3839;3;346,12;423,00;264,04
3840;3;283,12;225,97;190,27
3841;3;112,46;410,82;374,38
3842;4;370,36;127,47;142,88
3843;2;251,83;320,63;438,02
3844;4;216,99;177,74;149,81
3845;3;318,47;183,29;230,33
3846;4;303,75;241,96;109,87
3847;4;227,53;210,29;232,89
3848;4;287,66;324,66;294,25
3849;3;202,98;371,87;156,24
3850;2;157,14;266,87;281,67
3851;2;154,84;115,70;153,74
3852;3;100,04;276,25;133,94
3853;3;304,53;434,49;440,53
3854;1;392,24;440,66;391,54
3855;3;146,37;358,07;117,92
3856;3;329,91;308,45;397,43
3857;1;357,43;245,85;400,44
3858;3;119,96;207,57;434,12
3859;3;143,80;423,61;217,95
3860;2;250,54;421,31;239,32
3861;2;140,06;243,30;250,04
3862;2;204,48;276,03;285,09
3863;3;181,02;172,21;385,50
3864;1;393,10;337,45;369,33
3865;1;322,29;192,35;197,83
3866;2;287,97;288,21;216,06
3867;4;377,17;406,13;104,56
3868;3;139,23;434,70;268,15
3869;1;396,82;102,76;440,19
3870;3;286,65;210,29;130,39
3871;3;319,60;141,01;402,34
3872;2;231,66;199,94;176,82
3873;4;237,77;443,96;201,38
3874;3;294,62;347,30;308,57
3875;3;183,31;344,29;399,30
3876;3;323,41;299,72;331,65
3877;2;436,88;193,88;386,47
3878;2;155,93;302,00;447,28
3879;2;165,12;316,52;304,32
3880;1;146,99;287,37;315,85
3881;4;180,34;160,53;423,94
3882;3;239,18;147,99;135,22
3883;1;375,89;372,05;162,35
3884;2;420,42;188,87;179,56
3885;3;282,77;321,03;396,00
3886;2;329,41;160,56;210,21
3887;4;358,69;190,91;181,13
3888;2;368,63;335,11;269,53
3889;4;136,53;151,86;338,08
3890;4;332,70;287,01;412,79
3891;3;161,44;306,32;317,44
3892;4;359,79;316,81;232,70
3893;4;124,11;142,54;302,90
3894;3;314,10;211,56;179,92
3895;2;387,51;378,47;295,63
3896;3;255,31;413,51;190,06
3897;3;234,71;303,81;385,14
3898;4;194,73;159,75;330,35
3899;4;261,55;245,71;155,30
3900;2;432,89;382,08;370,84
3901;3;432,51;390,12;299,44
3902;1;181,82;223,29;269,72
3903;2;394,73;396,08;309,55
3904;1;432,59;294,70;336,76
3905;3;345,67;273,25;102,09
3906;3;121,11;195,68;220,15
3907;2;347,31;388,88;425,00
3908;2;288,43;118,41;381,79
3909;3;395,47;101,20;334,88
3910;1;265,94;295,67;133,87
3911;3;163,63;234,78;104,74
3912;4;256,83;412,48;421,69
3913;2;446,43;272,05;443,67
3914;2;299,32;283,71;306,34
3915;4;175,24;412,59;215,10
3916;4;236,83;420,44;367,59
3917;4;225,01;430,81;196,27
3918;4;407,38;115,83;364,66
3919;2;258,67;389,85;260,29
3920;4;123,09;219,02;291,41
3921;3;298,68;104,80;399,69
3922;3;445,38;251,69;324,27
3923;3;260,80;391,69;413,00
3924;4;120,45;221,27;290,54
3925;3;317,49;442,76;301,27
3926;1;361,10;215,89;134,34
3927;3;299,34;216,47;307,46
3928;3;117,17;122,88;203,16
3929;1;114,19;290,64;401,86
3930;2;123,86;403,91;210,57
3931;3;381,44;132,39;148,97
3932;3;389,18;162,81;351,91
3933;2;155,87;268,65;146,68
3934;2;259,61;139,60;266,77
3935;4;250,75;298,62;160,35
3936;1;346,19;370,31;348,95
3937;2;311,79;309,80;311,27
3938;4;234,30;284,43;128,66
3939;1;245,67;323,21;437,97
3940;1;228,90;373,77;145,44
3941;1;179,37;329,11;364,05
3942;3;115,95;173,32;300,93
3943;1;376,67;354,68;158,40
3944;3;139,20;111,47;228,41
3945;3;283,87;291,50;130,88
3946;1;139,33;286,88;211,39
3947;4;426,27;366,15;106,50
3948;3;358,83;423,58;337,09
3949;4;197,58;188,86;261,39
3950;1;370,15;426,65;342,77
3951;2;161,22;100,16;393,86
3952;4;351,20;262,66;391,80
3953;3;448,68;288,77;251,48
3954;2;349,57;313,75;182,11
3955;3;172,46;448,26;125,16
3956;2;378,25;283,32;400,64
3957;2;355,64;313,18;357,78
3958;4;307,31;190,96;202,96
3959;3;332,01;257,35;181,68
3960;2;387,88;184,58;170,42
3961;3;389,22;146,84;188,78
3962;1;248,42;273,25;241,36
3963;2;154,66;134,86;128,46
3964;1;292,85;137,80;278,33
3965;2;319,66;340,70;188,40
3966;3;148,64;129,49;118,58
3967;4;412,26;134,91;117,15
3968;4;187,66;199,95;351,13
3969;2;309,10;113,47;175,54
3970;3;447,24;385,03;226,78
3971;4;274,28;122,28;237,53
3972;1;156,63;116,25;399,58
3973;3;358,91;255,55;139,87
3974;2;397,75;113,11;172,72
3975;3;386,26;302,75;313,71
3976;4;330,79;344,46;337,25
3977;3;123,82;254,87;129,80
3978;3;187,91;262,15;205,43
3979;3;387,68;178,92;311,75
3980;1;370,19;347,47;345,32
3981;3;274,53;164,37;396,28
3982;3;271,26;280,63;150,20
3983;1;387,61;373,21;272,23
3984;2;332,99;167,01;216,92
3985;2;195,87;242,00;431,10
3986;2;328,49;261,89;194,03
3987;2;285,87;130,31;164,45
3988;3;187,66;352,63;409,75
3989;2;365,61;117,15;100,87
3990;4;109,55;422,31;184,64
3991;2;286,77;243,98;361,51
3992;1;280,67;213,67;235,52
3993;4;426,46;329,04;245,89
3994;2;312,43;238,79;261,21
3995;2;382,89;175,55;298,68
3996;3;446,70;439,99;181,89
3997;4;134,54;116,19;434,43
3998;3;438,59;314,42;370,89
3999;2;342,14;234,35;122,19
4000;1;226,19;102,63;375,81
4001;1;262,44;182,71;370,63
4002;2;204,72;442,80;436,68
4003;1;206,48;434,84;107,39
4004;4;284,47;241,64;186,86
4005;3;312,06;418,08;157,19
4006;3;143,58;252,81;369,25
4007;3;149,61;102,17;428,66
4008;2;336,24;217,95;404,53
4009;2;336,11;179,04;436,18
4010;2;383,99;340,57;162,11
4011;2;292,32;392,01;368,84
4012;1;278,75;265,84;347,77
4013;3;300,04;314,69;200,59
4014;3;241,58;330,83;376,75
4015;1;442,48;299,32;443,83
4016;2;113,71;218,24;321,82
4017;2;152,45;229,73;282,49
4018;1;303,01;448,88;130,98
4019;4;157,36;347,23;275,55
4020;2;275,26;365,32;199,72
4021;3;151,76;263,99;199,59
4022;2;216,77;207,15;170,67
4023;2;400,79;334,39;138,74
4024;1;448,39;123,06;439,80
4025;3;326,41;166,45;311,61
4026;2;430,67;284,73;265,72
4027;3;236,02;306,44;210,35
4028;3;370,92;143,48;364,51
4029;2;109,29;239,96;348,01
4030;3;368,36;250,65;272,90
4031;3;109,57;365,19;263,74
4032;2;314,80;299,73;347,07
4033;3;329,74;157,43;371,38
4034;2;292,51;439,06;158,34
4035;4;331,89;426,76;125,83
4036;2;311,10;346,04;244,21
4037;2;168,63;261,64;158,05
4038;4;310,05;397,79;438,98
4039;1;394,22;449,85;437,64
4040;4;141,94;329,15;426,33
4041;2;105,66;256,04;210,90
4042;1;164,29;379,50;439,15
4043;3;231,13;395,11;153,16
4044;4;391,04;213,56;139,45
4045;3;445,75;293,40;294,05
4046;3;229,96;182,20;359,21
4047;4;444,55;207,84;241,32
4048;2;155,83;262,85;248,32
4049;1;429,89;106,34;331,12
4050;4;437,56;374,03;399,02
4051;2;420,72;306,06;234,87
4052;1;308,89;411,23;194,98
4053;2;231,41;104,55;252,41
4054;2;338,33;197,08;447,09
4055;1;324,43;133,92;180,03
4056;3;139,39;286,31;434,30
4057;3;361,53;192,48;314,35
4058;1;377,69;307,76;247,30
4059;3;207,72;302,83;307,10
4060;2;395,54;404,13;206,96
4061;4;175,45;411,29;372,19
4062;3;376,34;183,80;290,94
4063;1;299,27;128,36;229,39
4064;2;206,22;241,38;370,58
4065;1;348,77;386,23;165,66
4066;1;434,98;384,54;285,22
4067;2;282,16;127,64;219,88
4068;2;223,32;299,44;158,14
4069;1;323,42;175,03;371,37
4070;3;409,32;160,95;134,03
4071;3;208,73;108,59;156,57
4072;3;182,66;103,21;415,84
4073;4;204,32;449,17;254,22
4074;3;239,18;358,44;324,36
4075;3;420,29;347,44;277,25
4076;1;161,36;169,19;333,07
4077;2;191,08;436,69;427,75
4078;4;184,36;423,31;218,69
4079;2;201,40;373,63;431,95
4080;4;240,53;270,70;100,10
4081;2;208,55;159,20;203,47
4082;2;101,66;305,14;368,99
4083;3;405,75;251,63;222,22
4084;1;263,22;224,54;370,04
4085;4;255,16;273,31;383,79
4086;1;220,75;190,20;414,97
4087;3;413,46;399,15;221,30
4088;2;325,17;258,27;169,71
4089;3;154,50;173,69;186,20
4090;2;438,34;267,73;273,54
4091;2;135,12;169,99;274,02
4092;4;166,22;352,53;296,08
4093;2;231,46;206,47;234,43
4094;4;156,65;120,78;309,25
4095;2;269,11;181,66;243,21
4096;2;365,72;163,53;199,96
4097;4;342,49;176,31;274,85
4098;3;404,22;180,74;330,45
4099;3;164,34;300,18;370,40
4100;2;362,40;198,42;270,18
4101;2;176,23;294,80;359,11
4102;3;434,34;429,30;345,07
4103;3;364,32;106,68;378,29
4104;3;275,79;129,56;273,55
4105;2;256,07;217,90;336,00
4106;4;389,98;229,47;410,03
4107;4;386,29;391,65;424,33
4108;3;145,13;197,50;225,00
4109;3;375,91;308,63;447,96
4110;2;334,56;124,20;324,79
4111;4;296,62;261,10;125,31
4112;2;149,05;187,12;147,74
4113;2;123,47;207,06;224,53
4114;4;223,49;302,44;409,30
4115;1;190,86;382,28;139,90
4116;4;291,05;131,12;278,40
4117;1;401,88;288,89;150,11
4118;2;396,81;289,21;440,26
4119;3;388,68;240,08;370,03
4120;2;159,20;437,50;168,65
4121;3;111,12;300,85;185,61
4122;2;418,88;391,27;397,60
4123;3;209,48;322,47;286,86
4124;3;343,23;108,44;332,30
4125;1;304,98;330,25;355,26
4126;3;192,33;141,30;327,29
4127;1;393,94;398,66;170,51
4128;2;111,71;146,71;336,61
4129;4;292,57;174,65;414,00
4130;2;323,91;150,65;269,53
4131;4;195,09;261,62;329,26
4132;4;175,94;239,67;416,29
4133;4;288,12;390,65;176,74
4134;1;279,07;403,09;203,75
4135;2;423,89;123,81;252,49
4136;4;257,60;428,92;232,93
4137;3;449,97;233,27;364,93
4138;4;138,75;104,36;111,60
4139;2;411,69;170,00;158,17
4140;3;154,25;155,06;127,07
4141;1;354,30;229,87;404,43
4142;4;304,89;409,57;219,40
4143;3;164,97;108,37;381,39
4144;2;245,28;307,55;405,66
4145;4;124,69;424,75;331,82
4146;3;268,00;107,96;388,62
4147;2;170,21;117,61;356,28
4148;2;144,92;116,05;446,90
4149;1;363,75;208,26;107,68
4150;2;324,20;125,16;229,72
4151;2;121,88;321,87;440,46
4152;1;176,30;340,26;288,60
4153;2;185,11;311,70;414,83
4154;3;260,52;113,05;341,16
4155;3;299,68;337,39;403,02
4156;2;113,84;260,26;368,88
4157;3;315,29;446,46;168,65
4158;3;303,59;332,70;225,83
4159;2;113,88;419,23;229,18
4160;2;344,87;104,28;372,93
4161;3;298,18;352,34;213,25
4162;2;444,86;136,77;443,04
4163;3;164,53;137,33;238,95
